XIST	EIF1AY	KDM5D	UTY	DDX3Y	RPS4Y1	sex
7	1147	5976	2172	7756	16977	male
8	1449	5823	1844	10591	23092	male
2	1114	5690	1957	8513	16528	male
79	680	4191	1073	4787	8688	male
4	2137	4779	1123	7129	17693	male
11	1292	10782	2861	12074	17887	male
21	3196	4467	790	3215	9516	male
17	1776	7825	4823	13580	11057	male
11	6104	5291	1854	5496	11774	male
4	923	4387	1120	4239	6945	male
2	1027	2627	915	3008	8079	male
3	765	5071	1586	6383	9431	male
4	628	2780	439	1194	7449	male
5	673	6040	749	3230	11397	male
51	1656	9733	1619	6323	22294	male
8	3333	1864	987	3204	15769	male
16	1158	4408	1305	4216	12424	male
33	2182	9627	1781	9644	22931	male
8	639	3943	1948	4909	9533	male
164	1696	3003	923	20006	5403	male
15	810	2182	675	2322	4872	male
9	1597	2905	1547	2291	9756	male
7	1940	3147	1256	7278	30699	male
10	1290	4304	1263	4055	12656	male
16	1009	6322	905	7239	5653	male
642	1044	3999	942	11287	3250	male
7	1189	7209	1694	8621	16004	male
37	1947	12097	2075	11008	12816	male
6	1878	7220	1899	13934	16385	male
21	2066	9489	1404	11030	12782	male
15	1268	11335	1757	8722	21495	male
11	1249	4047	1655	6408	17046	male
7	625	4148	1136	3479	4973	male
28	940	6335	1840	6438	9928	male
62	1135	7150	1704	8331	10334	male
4	1764	2243	874	2604	4761	male
4	1749	6386	1325	9286	12492	male
10	1760	2583	1417	1670	9027	male
15	1218	3336	1684	6484	38663	male
22	1322	7512	2555	7284	22427	male
9	3324	2112	1299	2399	9766	male
11	1237	6192	1239	5460	10288	male
63	1045	6424	1401	4656	12979	male
12	1070	4471	895	5587	8671	male
12	642	7414	1517	5384	7642	male
20	1643	5578	990	3195	14319	male
22	629	3803	1353	3947	7745	male
2	1157	4745	1251	4340	14819	male
8	772	4693	1142	7710	12238	male
16	1439	8181	1337	7783	11307	male
19	1556	9325	1452	9546	12096	male
5	993	4315	1803	3356	8365	male
3	2314	18922	2439	11592	17319	male
35	2764	13431	1766	14286	20573	male
886	2104	5902	1384	17368	7572	male
1031	6	2	0	5	4	female
43335	4	11	8	13	87	female
16076	6	20	2	10	19	female
2025	6	6	2	4	12	female
334	2	10	2	3	20	female
2389	0	2	0	2	9	female
5263	0	10	2	7	4	female
2056	0	2	1	6	18	female
2478	0	7	2	3	14	female
20250	2	5	2	11	18	female
25441	2	14	0	11	20	female
14298	0	0	0	0	5	female
11052	4	8	2	2	16	female
27158	2	12	2	18	9	female
13146	3	9	2	4	13	female
19560	1	5	0	6	8	female
10614	1	10	0	2	10	female
30807	2	1	0	0	19	female
23675	6	22	2	5	21	female
3187	6	7	0	14	20	female
21557	12	20	0	14	11	female
32834	1	24	1	19	13	female
8827	6	5	4	20	38	female
6	565	2741	590	2411	3546	male
7	388	4855	1103	7446	4110	male
6	624	1894	432	1296	2835	male
4	735	2488	586	1780	3841	male
16	1100	5631	1356	4523	7811	male
15	1212	5177	1334	4357	10565	male
4	584	2081	561	1479	3194	male
9	1168	3080	811	3202	3726	male
15	1193	5121	1332	3138	4326	male
22	1249	4508	2310	7860	11538	male
20	1864	3723	1283	9134	30532	male
4	450	4288	890	5808	4174	male
12	686	2409	609	2317	3359	male
5	658	2138	510	1606	4795	male
4	717	2500	502	1905	4431	male
12	945	2783	385	1571	5779	male
10	1199	6888	3242	7519	17959	male
24	1333	5243	1346	6861	16536	male
4	3877	2961	1152	2805	10919	male
6	2801	4795	953	9802	19357	male
122	1326	9918	2604	7762	13125	male
17	1407	6512	2748	11765	10508	male
21	6125	5489	1253	5278	9947	male
8	1482	1390	170	980	2377	male
20	1480	8369	1541	8539	14331	male
6	756	3714	1024	1943	12979	male
16	1458	10811	1305	9017	13900	male
29	1559	8048	2805	11474	14059	male
222	1429	3978	1075	11636	6278	male
2	581	3386	611	2122	6328	male
0	820	7178	1496	6847	9832	male
20	1774	9960	2587	12469	13227	male
96	1201	8131	1375	6692	12620	male
11	1157	5726	2660	7127	17217	male
21	1029	10314	2978	15485	9621	male
8	879	3185	726	3195	6601	male
8	1325	6656	1428	5066	5915	male
7	1228	3222	1549	2761	7231	male
43	1904	2998	1094	7549	28170	male
11	2067	2900	1075	2696	6520	male
33	1032	7161	3484	8252	18691	male
71	1975	5446	1982	8894	15216	male
154	1503	12887	2714	9530	14485	male
11	1883	8605	1239	8289	14049	male
24	996	5567	1982	6222	19365	male
568	941	3299	949	9048	3014	male
7	860	7790	1476	6147	13253	male
3	1769	7371	1543	7304	15106	male
13	1356	5078	1020	5401	11935	male
27	3797	4924	1120	5430	7215	male
12	7650	5381	1312	5222	13331	male
9	1171	6331	876	5265	8502	male
17	788	4750	1691	3845	9705	male
11	1845	9743	1051	6450	8121	male
11	2560	11310	1404	7507	13919	male
2	1733	6286	1808	7567	22653	male
10	3414	18928	1492	8292	14020	male
37	2413	8570	1802	7108	21574	male
19	1193	4396	800	3941	6956	male
28	801	7987	1343	3479	13757	male
12	913	6771	1187	4424	14090	male
12	1479	16769	1904	12618	19459	male
10	1917	8076	1443	7472	11843	male
27	1591	18841	1537	9416	12124	male
4	1314	7109	953	5520	9591	male
33	817	2141	1009	1324	7867	male
10	2559	4210	1441	8296	34501	male
13	617	9385	2063	6554	15938	male
2	1256	5431	1154	6688	11698	male
7	2689	2908	1369	6173	10582	male
10	962	5937	786	6002	9070	male
118	1063	6810	1806	6855	12015	male
9	1004	10319	2186	8463	14378	male
8	1269	8766	1065	7999	9345	male
20	2901	5112	1122	6224	7653	male
9	1338	6198	1464	7251	10824	male
13	10243	4227	1047	4125	7814	male
9	1355	6511	1134	9535	12706	male
20	2224	11556	1701	9951	13211	male
20	2547	15926	1930	10013	18378	male
20	828	3376	1611	4868	13816	male
22	1006	6546	1272	4611	18941	male
287	1857	13965	2412	11936	14194	male
16	2003	11847	1890	15530	13281	male
42	1661	11989	1469	10000	14888	male
16	1321	5649	2182	5081	12349	male
11	1110	9893	1045	8176	10027	male
9	1373	7284	1779	5548	13008	male
2	1710	8479	1893	9033	12028	male
14	2371	3089	949	8348	28587	male
11	849	4156	742	3416	4895	male
5	1000	7110	1552	8250	9577	male
29	864	4193	713	2457	3414	male
14	984	4004	697	2867	5292	male
10	1252	2966	684	2285	11228	male
14	1135	4425	2230	5758	15767	male
14	1597	6923	1778	7722	15501	male
4	5035	3236	1345	2454	9253	male
139	887	5556	1649	5246	7644	male
11	2273	4843	764	6340	11427	male
7	1230	4008	2060	4590	16785	male
25	1119	6707	2222	8606	12393	male
19	1656	8356	1844	12214	10426	male
16	1379	6896	1787	8444	15628	male
3	1940	14536	3455	14776	22790	male
23	1142	7225	921	4763	9946	male
17	1119	4095	2168	4442	13224	male
17	1357	7930	935	6557	10164	male
12	1029	8044	1089	5986	9454	male
10	3213	3534	501	2261	5054	male
8	4693	3967	699	3000	6799	male
0	582	3807	579	2253	6996	male
5	900	15650	1838	7077	10680	male
13	876	4984	1013	4183	7389	male
33	1410	7934	803	5260	11726	male
351	1240	3020	1022	10429	4922	male
16	804	7138	1632	7412	6620	male
9	631	4380	749	3041	4640	male
25	1407	7160	2035	8759	8482	male
906	2	1	2	6	14	female
48370	1	10	2	18	79	female
21240	0	2	2	1	16	female
23048	2	11	2	8	28	female
18297	0	23	11	8	19	female
25700	4	1	0	5	4	female
23707	2	2	0	2	7	female
8008	0	5	4	4	4	female
56196	2	3	4	7	23	female
53641	1	17	2	10	18	female
38101	1	8	1	9	13	female
26113	0	6	2	10	15	female
29845	3	8	0	4	15	female
24169	0	6	2	9	29	female
18006	0	5	9	4	11	female
12949	2	2	0	4	0	female
10051	4	15	5	8	30	female
11247	0	6	2	9	14	female
119525	9	24	0	31	31	female
10222	0	4	0	3	5	female
26710	1	3	0	2	13	female
45659	1	14	0	9	22	female
8693	0	8	6	13	14	female
21164	0	6	4	12	16	female
2	1273	1408	941	1220	2403	male
41	2312	3684	1292	8545	30620	male
13	1274	5472	2536	7295	13245	male
4	3237	3842	1590	3817	12718	male
190	1697	4143	1722	5475	17971	male
9	1621	6259	1060	5410	18628	male
382	4354	7138	989	8343	26577	male
12	1715	11104	2850	15805	19314	male
384	1702	4605	1056	13784	6698	male
24	1812	10016	1370	9170	14920	male
10	1103	5598	1653	6682	13670	male
27	1191	5706	2200	6397	15911	male
11	1097	4543	1698	5874	10793	male
2459	4	6	1	10	7	female
35492	0	18	0	6	6	female
28743	6	78	6	35	63	female
20629	2	4	0	2	12	female
18991	0	4	0	6	8	female
13706	1	13	2	6	20	female
15606	2	12	2	3	13	female
15594	1	3	0	11	26	female
93843	2	7	2	24	16	female
25394	1	3	0	11	13	female
21535	1	7	6	6	4	female
25156	0	8	0	13	12	female
14653	8	36	2	26	63	female
15268	2	7	2	5	10	female
6102	1	5	0	16	22	female
25935	22	9	0	16	44	female
5074	7	37	5	38	36	female
13984	2	19	7	38	68	female
26181	14	17	9	36	78	female
0	303	411	146	159	1865	male
7	3968	5772	2082	16641	54941	male
12	993	4968	1430	5395	9681	male
6	3322	2672	567	4747	18391	male
11	4715	4067	1946	3557	16365	male
14	1166	6731	2178	6816	16602	male
57	750	7971	1313	4021	10310	male
8	714	4345	1543	7137	17967	male
67	1462	6934	1142	4772	18269	male
5	5417	4038	1126	4381	11843	male
0	4403	2341	644	1715	6639	male
8	1440	4144	1235	5265	11456	male
13	1808	5857	1438	11036	21852	male
4	2458	15545	2092	9601	22194	male
11	1560	5227	3056	4003	15719	male
30	2136	8722	1766	7711	20557	male
46	1935	10553	1733	8077	20172	male
33	2062	11469	1598	9744	14961	male
313	1176	4179	1054	10558	5032	male
6	1145	4033	1228	1732	11435	male
15	1135	3870	2119	6959	28840	male
8	371	3230	1384	3841	7387	male
17	839	8177	2837	7161	14415	male
12	855	5227	1128	10246	8037	male
0	1571	7802	1992	7527	15069	male
30	2886	3282	1458	4514	13277	male
9	1130	7566	1085	6048	13953	male
57	1396	9374	1680	4971	14218	male
7	1507	6229	1010	5718	11728	male
1	957	10374	2101	7477	13370	male
4	4192	2166	531	1971	4374	male
3	932	5703	945	6319	8132	male
17	5863	7322	1255	5692	11880	male
13	1073	6885	1365	3099	20567	male
18	3109	7677	1383	11356	27468	male
4	1400	10842	1780	8263	22262	male
8	1040	4252	1146	3417	14449	male
4	1197	6854	2095	5725	14430	male
24	587	2418	1171	1258	6915	male
18	1236	1827	614	4958	18707	male
13	731	4284	1598	3676	12157	male
11	746	3585	1124	5506	7931	male
41	1424	2129	821	2653	5001	male
43	842	4142	1182	5207	7548	male
17	2914	9776	2212	13633	18930	male
9	1264	7363	1950	5572	13302	male
3	1278	11552	2435	10471	19758	male
11	1613	9426	2963	11063	20498	male
1	1496	7254	2505	7271	19067	male
9	1432	3287	1555	3034	11920	male
77	5448	35628	5362	35445	40722	male
21	1029	5022	1141	4894	12876	male
2	663	4049	1233	10443	8082	male
33	2091	8438	1824	19475	13787	male
9	1641	16026	2343	11519	12466	male
33	1174	9017	1185	7438	11145	male
6	563	4103	1683	4982	11724	male
250	1172	4735	1354	8606	4048	male
9	883	6048	1230	5006	11872	male
1357	1	5	0	10	21	female
30564	2	2	4	12	23	female
662	2	4	2	2	12	female
1988	0	3	0	0	8	female
19008	0	7	0	5	10	female
28153	2	3	0	14	3	female
39610	0	1	0	3	2	female
19712	4	23	2	19	55	female
10452	2	2	0	0	6	female
20429	6	13	3	8	34	female
18637	15	8	1	11	20	female
2636	2	9	0	7	26	female
22745	0	2	2	5	9	female
24793	0	19	0	14	16	female
12976	0	10	2	0	8	female
7297	2	6	0	1	3	female
16859	2	33	12	31	72	female
4077	4	13	2	3	4	female
28184	2	8	2	15	32	female
77604	0	6	2	11	14	female
36860	6	6	2	19	14	female
10595	0	6	2	5	11	female
10	638	2142	809	521	5748	male
16	1685	3062	1225	6831	22006	male
16	1854	11104	1390	5894	6801	male
26	1175	10091	1446	8452	9920	male
4	1544	9758	2067	8039	11892	male
15	1253	5712	1025	6993	8843	male
17	1304	7634	1668	7840	9704	male
4	1085	4210	1340	10371	8018	male
595	1374	3402	928	12738	3861	male
25	1031	9679	2014	6921	14756	male
63	1178	6166	1123	5138	6427	male
46	1938	10524	2073	12262	13622	male
11	1530	7284	1832	6921	14352	male
13	1614	5097	2394	6413	13691	male
19	1869	7452	1296	9131	10198	male
19	1572	5240	1200	6471	8793	male
8	1070	5436	2028	7584	11433	male
3	713	3463	1136	3817	4783	male
18	949	4305	2040	6468	13404	male
21	1633	7437	3134	8606	18012	male
12	4496	3690	1142	4425	11490	male
13	1460	8773	2312	8418	19062	male
14	2195	3495	1097	7078	12321	male
78	1251	5624	2085	5610	8702	male
1102	2	8	2	9	11	female
35271	0	2	1	5	27	female
25039	4	8	2	15	19	female
18698	4	14	4	13	25	female
42963	2	14	1	15	16	female
22219	0	6	0	8	8	female
14904	2	1	1	4	2	female
23375	0	2	2	2	8	female
9000	2	18	2	7	25	female
11781	0	0	0	0	4	female
4026	2	5	1	4	6	female
29802	0	12	1	18	8	female
36530	0	3	0	12	16	female
6	121	271	101	181	751	male
27	1509	3362	1303	7778	30306	male
0	896	2335	530	3284	6256	male
4	695	6983	1270	10734	6056	male
14	1226	1832	497	3128	5878	male
2	1687	3859	901	4603	6592	male
1	639	2325	434	2985	4098	male
10	753	1734	444	2002	3968	male
6	600	2244	435	2516	3453	male
47	1405	2058	666	3873	9452	male
3	967	3221	819	4248	5739	male
12	4075	4181	1161	7293	11857	male
11	1086	3298	1541	5333	14077	male
43	830	3426	1057	5591	11245	male
121	1240	6205	2048	7181	11732	male
3	1110	4923	1362	5769	10368	male
23	4013	5113	2712	5020	14355	male
18	1056	6503	1666	8681	15652	male
222	1069	2771	906	15907	3971	male
20	2608	5175	1235	4964	7337	male
33	2863	4523	955	4296	5092	male
9	1220	6418	1120	6232	9973	male
36	1712	6882	937	6134	21303	male
32	1175	6291	2620	10308	15203	male
28	1709	6821	1900	8516	20645	male
21	631	8997	1753	11564	6722	male
5	506	3587	728	3364	3152	male
15	1662	5116	1435	6071	5474	male
175	2	6	2	6	11	female
24026	2	0	0	3	40	female
19262	2	5	2	3	4	female
32605	2	1	2	9	10	female
28190	6	22	2	20	28	female
12761	2	10	4	2	8	female
39304	1	11	3	10	17	female
55489	0	10	4	16	10	female
34977	0	11	6	20	24	female
12778	0	20	4	18	34	female
4320	4	10	2	6	16	female
11786	0	0	0	0	0	female
4325	0	9	3	11	19	female
4418	0	0	2	2	13	female
5531	0	4	2	6	20	female
6628	4	2	3	2	8	female
24176	0	8	0	9	12	female
11514	4	7	2	8	16	female
23080	8	8	0	7	6	female
7014	2	0	2	4	12	female
20893	2	7	7	8	17	female
12	1263	7017	1897	6468	15389	male
12	1743	3986	1561	7089	34570	male
6	742	1563	428	2149	4956	male
6	720	1467	485	1613	3786	male
3	664	764	347	1509	4622	male
0	527	727	295	868	3601	male
8	572	1382	414	1368	3124	male
15	2152	1923	557	2820	5336	male
3	3310	3943	1417	3049	9811	male
4	1125	4857	746	5466	7225	male
292	1418	8231	2518	7723	10170	male
15	1372	7449	1923	9048	18711	male
9	634	8335	1973	7728	10715	male
8	1538	7019	3737	18587	11825	male
42	1686	9191	1686	10634	10461	male
20	541	2688	656	3031	5032	male
10	419	1230	129	910	2164	male
26	1326	8347	1806	8651	11617	male
12	3457	3224	804	3471	4904	male
9	978	8521	1975	10773	15089	male
7	753	4453	1912	4416	10200	male
70	563	2998	687	1990	3344	male
7	1179	6557	2045	7796	4839	male
20	362	4285	1256	4925	3032	male
9	814	6872	1256	3736	10801	male
4	988	2940	1513	6330	43533	male
0	634	1079	222	1219	3823	male
13	1157	1395	345	2067	3690	male
2	1908	2263	559	2549	10340	male
26	1106	6629	1579	8652	10259	male
6	2935	4366	1525	3102	7852	male
11	810	7524	1731	6636	6973	male
154	685	6096	1828	5504	5922	male
17	1223	13307	3202	16512	11726	male
16	819	3476	692	3568	4826	male
17	1249	9372	2318	20414	10797	male
11	1403	7045	3406	9366	12981	male
9	1054	4329	1627	7421	13387	male
9	908	5475	942	8499	10232	male
4	1282	7133	991	6001	4382	male
17	526	4909	909	6836	4218	male
41	546	2100	568	2136	3438	male
223	4	3	3	7	11	female
41300	0	2	0	8	9	female
38648	8	7	0	2	17	female
16014	6	2	4	13	20	female
14955	2	2	0	2	0	female
10776	2	6	0	4	4	female
38550	5	5	1	0	2	female
10848	2	8	2	7	10	female
18721	6	16	3	7	24	female
47160	0	6	2	6	8	female
10712	2	12	0	1	2	female
9092	0	3	1	3	6	female
6548	0	6	0	8	12	female
16954	1	5	6	15	6	female
9957	3	8	2	4	21	female
13326	8	21	3	22	14	female
20061	0	2	2	2	0	female
12229	0	4	3	4	4	female
28470	0	18	2	15	20	female
2294	2	9	0	3	12	female
34062	0	8	2	10	17	female
26139	2	4	2	18	6	female
21983	2	20	2	9	40	female
15823	0	2	2	2	2	female
9421	0	1	3	2	6	female
84361	0	1	0	5	7	female
13747	2	11	2	3	4	female
20529	0	10	4	6	12	female
13274	2	4	0	4	8	female
22318	0	7	0	4	12	female
12262	2	18	4	22	26	female
13915	0	8	0	4	4	female
23428	0	5	0	10	22	female
47863	0	2	0	6	5	female
289	8	8	4	16	14	female
17950	6	10	0	9	7	female
38280	0	6	2	11	15	female
11785	0	8	0	4	10	female
14964	0	2	0	2	4	female
15221	0	2	0	2	5	female
8575	0	4	4	2	4	female
37125	2	2	2	4	6	female
23345	4	9	2	12	8	female
6	800	3289	945	1249	5925	male
7	2288	3382	1115	10038	31161	male
57	1097	5599	2290	7260	22040	male
5	922	5389	823	4713	6921	male
17	1135	11271	3458	9324	16066	male
15	1091	7352	1831	6259	18763	male
5	1018	9982	2050	8349	12509	male
2	919	5597	1636	5631	14125	male
36	1188	3116	790	4002	9278	male
6	3008	5266	823	3093	9126	male
581	1515	4367	707	4413	8503	male
20	998	5248	990	4068	9058	male
11	1098	7262	1564	9995	14569	male
10	450	4771	1105	2570	9532	male
83	4187	37984	4579	24229	45907	male
5	954	6301	760	4724	7913	male
11	908	6086	1310	4409	7943	male
8	1100	15868	1672	9077	12986	male
15	1434	12611	1929	9778	9523	male
5	1835	10624	1050	7907	14707	male
969	1943	16525	3612	10718	15260	male
3	2999	2554	1153	1071	12600	male
13	11872	6982	1409	5857	15107	male
10	2323	5778	1588	5656	25840	male
16	2495	6074	1424	5239	24129	male
21	1569	7278	1716	5740	21795	male
30	1313	2762	1502	3943	6871	male
8	1699	4229	1564	7414	45627	male
5	685	5929	1475	7425	5075	male
3	1349	3543	924	2829	5884	male
5	1135	3306	874	2448	5948	male
8	711	2821	695	2975	4545	male
1	1251	2933	733	3066	11951	male
7	1373	3782	887	3340	9738	male
13	3346	5771	1317	5508	10455	male
19	711	3321	2481	4281	8911	male
17	1505	8429	3241	9411	12503	male
8	3363	2892	986	2895	7077	male
209	1206	6431	1927	6391	10495	male
11	1204	8299	2358	9697	13403	male
10	1374	6297	2070	9831	10825	male
14	1091	12328	2187	12257	11360	male
29	1309	8049	2051	11358	9214	male
20	3392	4528	1089	5358	6034	male
3	3157	2698	374	1689	4847	male
17	1034	4944	1469	6617	8247	male
8	627	3797	1357	2619	5846	male
33	1424	8652	1585	7976	7883	male
9	855	2724	737	3681	4334	male
10	1264	8284	2233	11322	8783	male
403	1231	4291	1328	10663	4465	male
12	996	5505	2859	6508	13804	male
15	1403	7506	1734	8657	14200	male
30	1509	10720	1551	8501	13576	male
5	629	4240	768	3214	4829	male
13	2488	10603	4097	11896	16616	male
16	657	790	860	953	1606	male
12	2651	4294	1482	10732	36817	male
8	3427	1913	1156	3541	7560	male
9	720	4730	2664	5529	10016	male
15	980	6891	2014	7274	11634	male
2	2475	1220	341	3418	18700	male
176	1252	4928	2208	6189	7546	male
4	1580	9325	1447	6618	11258	male
12	1075	6692	1191	7579	8892	male
23	4068	3862	1097	4311	6600	male
9	7673	2507	704	2807	5691	male
4	793	4964	1550	6618	9323	male
442	1094	4560	1044	8265	3884	male
18	2537	14129	4186	11516	26711	male
21	1306	7801	1414	7739	9260	male
45	1345	6090	2374	8521	12161	male
26	694	6269	1543	3997	9942	male
15	763	3687	1481	3513	8018	male
22	2012	8828	1526	9379	11508	male
24	1428	8069	1111	7137	8480	male
20	817	5999	2050	7047	6468	male
16	586	3211	941	9858	5963	male
27	1900	9878	1862	11650	14494	male
31	1606	8160	1700	8124	14494	male
10	443	1435	1200	1388	2537	male
11	1235	2819	1218	6312	41222	male
8	2142	10874	2182	7899	23637	male
16	1573	7825	1317	5661	8996	male
61	1296	6232	1399	6181	8698	male
11	4836	4550	766	3336	8470	male
5	5266	4034	678	2499	7336	male
17	1602	10672	2200	8370	13575	male
9	968	5904	1467	9436	11212	male
9	869	4061	1304	6623	8667	male
42	899	3428	1089	6851	8713	male
26	1881	9344	1328	8789	13698	male
16	1042	4287	1334	3592	8179	male
27	1541	6684	1254	6478	9254	male
17	1423	10370	1772	7441	11699	male
43	2218	9657	1706	11031	13758	male
382	1429	5310	1514	7802	5114	male
6	671	4009	732	2064	14102	male
7	921	4494	1724	5166	7843	male
12	1026	4452	2475	5404	10659	male
20	1022	5482	1530	5273	11607	male
128	1298	8345	2759	6865	10902	male
8	1182	6346	1042	6964	9703	male
4	2751	2948	1430	3001	5553	male
15	580	1494	856	1148	2542	male
4	2187	3072	1002	8722	28663	male
22	1353	9168	2427	10726	14815	male
13	1786	6500	882	9722	15477	male
18	10774	5620	934	4007	9074	male
18	10701	8505	2219	10844	14362	male
10	1634	8005	1619	17842	16201	male
9	1561	7302	1317	9290	17174	male
598	1047	6160	1365	7499	6552	male
5	962	4578	761	16844	12783	male
7	657	6319	1023	2608	12119	male
0	819	5673	1069	3548	13754	male
34	1753	13754	1753	11855	15574	male
29	1529	9784	1336	9101	11392	male
200	731	4419	933	4068	5353	male
20	894	5739	1027	6307	6415	male
37	1053	4892	1665	7414	12251	male
12	2473	8927	1424	10805	13775	male
18	827	6502	2408	8639	8829	male
10	480	4324	1387	4982	10324	male
12	485	5522	1514	1419	9523	male
4	2616	4145	1349	10055	34805	male
4	1579	9326	2075	7324	24262	male
6	1420	10099	1034	5335	8963	male
9	1077	10075	1774	5398	15585	male
12	2105	8867	1794	7336	14288	male
67	1605	7374	1423	6710	11014	male
11	719	3118	1241	1851	6726	male
2	599	5585	1601	7034	7217	male
33	2135	11382	1970	9337	19248	male
17	2009	6185	1069	6956	7683	male
14	3987	4033	1593	2831	9932	male
13	1282	6808	1841	8200	15223	male
18	713	4637	1685	5267	10939	male
19	723	3516	2019	3172	13756	male
9	955	6036	1758	5169	10407	male
10	919	2318	2231	3201	5352	male
6	2159	3404	1005	9080	27122	male
1	6119	2454	830	3711	4141	male
6	1031	4155	932	7687	9052	male
13	7365	4206	1464	7585	9228	male
3	2712	4622	1319	10809	15697	male
10	1481	11037	2955	10805	13836	male
8	497	3931	1053	2874	8943	male
10	1261	4478	1378	10278	9863	male
18	2750	16264	2688	13911	16330	male
58	3264	19751	6195	23708	35224	male
6	627	5509	1715	6020	14521	male
14	923	3999	1519	7483	12218	male
8	1506	6732	1727	7274	14460	male
515	1079	4746	1075	8990	3924	male
22	1765	9881	1734	11569	13263	male
15	1397	5361	1105	8762	8235	male
16	1154	9189	1380	3926	6011	male
16	795	3589	1515	4202	6012	male
25	1077	3688	1081	3026	5789	male
15	1559	7352	1228	10731	10012	male
12	608	3838	2161	7834	10492	male
